Landslide ID,Description,Size Category,Trigger,Date of Occurrence,X Co-ordinate,Y Co-ordinate,Debris Type,Material Type,Movement Type,Aspect,Activity,Vegetation Cover,Causal Factors,Damage Description,No. of Slips,Injuries,Deaths,Damage Cost,Environmental Effects,Comments,Area (min),Area (max),Volume (min),Volume (max),Data Source
8391,"Natural Bridge",3,101,null,175.367679272821,-39.6650397167142,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8392,"Roaring Meg Upstrm",3,101,null,175.375658851305,-39.6674985485287,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8393,"Roaring Meg Dstrm",3,101,null,175.382888956574,-39.6683490161615,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8395,"Large landslide #F44_1",3,101,null,175.392742445002,-39.661045899732,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8396,"Large landslide #F44_10",3,101,null,175.400587947644,-39.6684588873145,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8397,"Large landslide #F44_100",3,101,null,175.398971992732,-39.6745625333747,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8398,"Large landslide #F44_101",3,101,null,175.397314316179,-39.6842959611833,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8399,"Large landslide #F44_102",3,101,null,175.398457921746,-39.6917699890237,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8400,"Large landslide #F44_103",3,101,null,175.36605185986,-39.7071674771933,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8401,"Large landslide #F44_104",3,101,null,175.424094577233,-39.7361460753826,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8402,"Large landslide #F44_105",3,101,null,175.419567091012,-39.7330615691287,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8403,"Large landslide #F44_106",3,101,null,175.424155846217,-39.7309804744518,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8404,"Large landslide #F44_107",3,101,null,175.422379270592,-39.7281194064925,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8405,"Large landslide #F44_108",3,101,null,175.423784845461,-39.7258020239953,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8406,"Large landslide #F44_109",3,101,null,175.438752639041,-39.7199456433635,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8407,"Large landslide #F44_11",3,101,null,175.430954797202,-39.7157834883618,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8408,"Large landslide #F44_110",3,101,null,175.450853027901,-39.7132691896621,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8409,"Large landslide #F44_111",3,101,null,175.468055533246,-39.7244764991935,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8410,"Large landslide #F44_112",3,101,null,175.418598359689,-39.7018347472336,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8411,"Large landslide #F44_113",3,101,null,175.427614791803,-39.6978566919824,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8412,"Large landslide #F44_114",3,101,null,175.429387616411,-39.6791901054406,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8413,"Large landslide #F44_115",3,101,null,175.4385104873,-39.6733949879717,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8414,"Large landslide #F44_116",3,101,null,175.436268846374,-39.6656516356159,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8415,"Large landslide #F44_117",3,101,null,175.453440191909,-39.6665004551009,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8416,"Large landslide #F44_118",3,101,null,175.445954947588,-39.6570945569814,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8417,"Large landslide #F44_119",3,101,null,175.471981899749,-39.6580093638883,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8418,"Large landslide #F44_12",3,101,null,175.49366787244,-39.6694890377027,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8419,"Large landslide #F44_120",3,101,null,175.500493626997,-39.6737332839838,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8420,"Large landslide #F44_121",3,101,null,175.497832650062,-39.6779773599009,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8421,"Large landslide #F44_122",3,101,null,175.479446388536,-39.6805399088598,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8422,"Large landslide #F44_123",3,101,null,175.478193907562,-39.6861929605658,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8423,"Large landslide #F44_124",3,101,null,175.480245801709,-39.6911378717012,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8424,"Large landslide #F44_125",3,101,null,175.481085384118,-39.698825050099,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8425,"Large landslide #F44_126",3,101,null,175.488561100727,-39.7032389302746,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8426,"Large landslide #F44_127",3,101,null,175.484177957757,-39.7084609311349,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8427,"Large landslide #F44_128",3,101,null,175.517444416251,-39.733792309054,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8428,"Large landslide #F44_129",3,101,null,175.519668391117,-39.7298571703824,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8429,"Large landslide #F44_13",3,101,null,175.529112114913,-39.7281686235413,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8430,"Large landslide #F44_130",3,101,null,175.518596119089,-39.7180505567711,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8431,"Large landslide #F44_131",3,101,null,175.559862880637,-39.698864955295,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8432,"Large landslide #F44_132",3,101,null,175.53511096882,-39.6328824999456,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8433,"Large landslide #F44_133",3,101,null,175.538476831678,-39.624191705187,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8434,"Large landslide #F44_134",3,101,null,175.495276169832,-39.6007427933587,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8435,"Large landslide #F44_135",3,101,null,175.50553424427,-39.5959909223356,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8436,"Large landslide #F44_136",3,101,null,175.501028771586,-39.5941548845255,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8437,"Large landslide #F44_137",3,101,null,175.531456785611,-39.5901099761079,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8438,"Large landslide #F44_138",3,101,null,175.513237516954,-39.5857878336812,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8439,"Large landslide #F44_139",3,101,null,175.504368280499,-39.5853158595956,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8440,"Large landslide #F44_14",3,101,null,175.502347364402,-39.5845172420616,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8441,"Large landslide #F44_140",3,101,null,175.498836631024,-39.5735527665404,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8442,"Large landslide #F44_141",3,101,null,175.495438241184,-39.5759997298923,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8443,"Large landslide #F44_142",3,101,null,175.557206952193,-39.5411194225885,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8444,"Large landslide #F44_143",3,101,null,175.518879418973,-39.5307663568172,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8445,"Large landslide #F44_144",3,101,null,175.522488003612,-39.5139016293134,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8446,"Large landslide #F44_145",3,101,null,175.504074410977,-39.6079667532605,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8447,"Large landslide #F44_146",3,101,null,175.420287878251,-39.6837077496679,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8448,"Large landslide #F44_147",3,101,null,175.161536602638,-39.8672480383231,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8449,"Large landslide #F44_148",3,101,null,175.179518158138,-39.8817084820534,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8450,"Large landslide #F44_149",3,101,null,175.194188436874,-39.8892276861368,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8451,"Large landslide #F44_15",3,101,null,175.214953859741,-39.8662104858463,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8452,"Large landslide #F44_150",3,101,null,175.227566731969,-39.865899517123,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8453,"Large landslide #F44_151",3,101,null,175.236292969934,-39.7900540080533,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8454,"Large landslide #F44_152",3,101,null,175.320150931298,-39.7536456639908,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8455,"Large landslide #F44_153",3,101,null,175.396857553542,-39.7525567124318,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8456,"Large landslide #F44_154",3,101,null,175.508448822083,-39.743720545815,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8457,"Large landslide #F44_155",3,101,null,175.5187077414,-39.7588217373514,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8458,"Large landslide #F44_156",3,101,null,175.566724066242,-39.7629404624531,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8459,"Large landslide #F44_157",3,101,null,175.552817361066,-39.7738691108878,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8460,"Large landslide #F44_158",3,101,null,175.488821963415,-39.7757449620242,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8461,"Large landslide #F44_159",3,101,null,175.507745331941,-39.790902959023,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8462,"Large landslide #F44_16",3,101,null,175.505678713844,-39.8734577647729,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8463,"Large landslide #F44_160",3,101,null,175.246101226255,-39.898942704682,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8464,"Large landslide #F44_161",3,101,null,175.266507110151,-39.9212567277475,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8465,"Large landslide #F44_162",3,101,null,175.282612701327,-39.9328017163079,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8466,"Large landslide #F44_163",3,101,null,175.308120343461,-39.938381179079,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8467,"Large landslide #F44_164",3,101,null,175.332891739821,-39.8911182343103,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8468,"Large landslide #F44_165",3,101,null,175.40020817397,-39.9076642193387,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8469,"Large landslide #F44_166",3,101,null,175.445854626919,-39.8883492561218,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
8470,"Large landslide #F44_167",3,101,null,175.465468516656,-39.8897055392964,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
